ID,Workclass,Education,Education num,Marital status,Occupation,Relationship,Race,Sex,Age,Work hours per week,Native country,Income
27039,Private,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,50,60,New Zealand,<=85K
27040,Private,HS-grad,9,Separated,Other-service,Other-relative,White,Male,22,35,New Zealand,<=85K
27041,Government,HS-grad,9,Never-married,Adm-clerical,Own-child,Black,Male,18,15,New Zealand,<=85K
27042,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,53,45,New Zealand,>85K
27043,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,44,New Zealand,>85K
27044,Self-emp-not-inc,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,36,35,New Zealand,<=85K
27045,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,32,43,New Zealand,>85K
27046,Private,HS-grad,9,Never-married,Farming-fishing,Own-child,White,Male,39,12,New Zealand,<=85K
27047,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,46,40,New Zealand,<=85K
27048,Government,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,26,42,New Zealand,<=85K
27049,Private,Some-college,10,Never-married,Sales,Own-child,White,Male,19,15,New Zealand,<=85K
27050,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Not-in-family,White,Female,24,40,Ecuador,<=85K
27051,Private,Masters,14,Never-married,Prof-specialty,Own-child,White,Male,28,40,New Zealand,<=85K
27052,Government,Masters,14,Never-married,Prof-specialty,Own-child,White,Female,25,40,New Zealand,<=85K
27053,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,44,40,New Zealand,>85K
27054,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,38,40,Nicaragua,<=85K
27055,Government,Masters,14,Divorced,Exec-managerial,Not-in-family,White,Male,42,45,New Zealand,<=85K
27056,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Own-child,White,Male,28,40,New Zealand,<=85K
27057,Private,Bachelors,13,Never-married,Exec-managerial,Other-relative,White,Male,36,50,?,<=85K
27058,Private,Bachelors,13,Never-married,Sales,Not-in-family,Black,Male,47,60,New Zealand,>85K
27059,Government,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,21,40,Mexico,<=85K
27060,?,HS-grad,9,Never-married,?,Own-child,Black,Female,19,25,New Zealand,<=85K
27061,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,35,45,New Zealand,<=85K
27062,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,26,40,New Zealand,<=85K
27063,Private,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,21,30,New Zealand,<=85K
27064,Self-emp-not-inc,7th-8th,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,67,40,New Zealand,<=85K
27065,Private,HS-grad,9,Never-married,Exec-managerial,Unmarried,White,Male,54,40,New Zealand,>85K
27066,Private,Masters,14,Never-married,Tech-support,Other-relative,White,Male,26,25,New Zealand,<=85K
27067,Private,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Female,51,50,New Zealand,<=85K
27068,Private,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,27,45,New Zealand,<=85K
27069,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,27,40,?,>85K
27070,Private,Some-college,10,Divorced,Machine-op-inspct,Own-child,White,Female,39,40,New Zealand,<=85K
27071,Private,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Female,32,48,New Zealand,>85K
27072,Private,HS-grad,9,Separated,Craft-repair,Not-in-family,White,Male,52,40,New Zealand,<=85K
27073,Private,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,21,40,New Zealand,<=85K
27074,Government,HS-grad,9,Never-married,Protective-serv,Own-child,White,Male,27,38,New Zealand,<=85K
27075,Private,7th-8th,4,Married-spouse-absent,Transport-moving,Not-in-family,White,Male,46,45,New Zealand,<=85K
27076,Private,Assoc-voc,11,Married-civ-spouse,Other-service,Husband,White,Male,42,30,New Zealand,<=85K
27077,Self-emp-inc,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,79,20,New Zealand,>85K
27078,Government,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,Amer-Indian-Eskimo,Female,50,40,New Zealand,>85K
27079,?,HS-grad,9,Never-married,?,Own-child,Black,Female,19,20,New Zealand,<=85K
27080,Government,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,51,60,New Zealand,<=85K
27081,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,66,5,New Zealand,>85K
27082,Self-emp-not-inc,Assoc-voc,11,Married-civ-spouse,Farming-fishing,Husband,White,Male,36,99,New Zealand,<=85K
27083,Private,Assoc-acdm,12,Never-married,Prof-specialty,Own-child,White,Female,26,36,New Zealand,<=85K
27084,Private,Some-college,10,Never-married,Sales,Not-in-family,Black,Male,28,50,New Zealand,<=85K
27085,Self-emp-not-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,39,45,New Zealand,>85K
27086,Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,43,60,New Zealand,<=85K
27087,Private,HS-grad,9,Never-married,Other-service,Own-child,White,Female,20,40,Mexico,<=85K
27088,Private,Some-college,10,Divorced,Tech-support,Unmarried,White,Male,29,40,New Zealand,<=85K
27089,?,Some-college,10,Never-married,?,Own-child,Asian-Pac-Islander,Female,18,40,New Zealand,<=85K
27090,Private,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,60,40,New Zealand,<=85K
27091,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,34,40,New Zealand,>85K
27092,Private,HS-grad,9,Widowed,Handlers-cleaners,Not-in-family,White,Female,60,40,New Zealand,<=85K
27093,Private,11th,7,Divorced,Sales,Unmarried,White,Female,38,40,New Zealand,<=85K
27094,Private,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,29,40,New Zealand,<=85K
27095,Private,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Female,49,40,New Zealand,<=85K
27096,Private,5th-6th,3,Separated,Other-service,Unmarried,White,Female,37,40,Mexico,<=85K
27097,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,43,38,New Zealand,>85K
27098,Private,HS-grad,9,Divorced,Other-service,Unmarried,Black,Female,37,40,?,<=85K
27099,Private,9th,5,Never-married,Craft-repair,Other-relative,White,Male,19,60,New Zealand,<=85K
27100,Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,29,35,New Zealand,<=85K
27101,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,15,New Zealand,<=85K
27102,Private,7th-8th,4,Married-civ-spouse,Exec-managerial,Husband,White,Male,53,40,New Zealand,>85K
27103,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,27,55,New Zealand,<=85K
27104,Private,Assoc-acdm,12,Divorced,Craft-repair,Unmarried,White,Female,29,38,New Zealand,<=85K
27105,Private,5th-6th,3,Married-civ-spouse,Machine-op-inspct,Husband,Other,Male,25,40,Mexico,<=85K
27106,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,38,55,New Zealand,<=85K
27107,Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,48,50,New Zealand,>85K
27108,Private,Some-college,10,Never-married,Other-service,Own-child,White,Female,18,12,New Zealand,<=85K
27109,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,37,40,New Zealand,>85K
27110,Private,Bachelors,13,Widowed,Other-service,Unmarried,White,Female,48,20,New Zealand,<=85K
27111,Private,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,50,32,New Zealand,<=85K
27112,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,24,30,New Zealand,<=85K
27113,Private,Some-college,10,Married-civ-spouse,Tech-support,Husband,Black,Male,34,40,New Zealand,>85K
27114,Private,Some-college,10,Never-married,Sales,Own-child,White,Male,19,40,New Zealand,<=85K
27115,Private,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,39,40,New Zealand,<=85K
27116,Private,Some-college,10,Divorced,Other-service,Not-in-family,White,Female,40,40,New Zealand,<=85K
27117,Private,HS-grad,9,Never-married,Adm-clerical,Unmarried,White,Female,30,40,New Zealand,<=85K
27118,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,27,40,New Zealand,<=85K
27119,?,9th,5,Divorced,?,Not-in-family,White,Female,23,35,New Zealand,<=85K
27120,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,46,40,New Zealand,>85K
27121,Government,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female,24,50,New Zealand,<=85K
27122,Private,12th,8,Never-married,Other-service,Own-child,White,Male,18,20,New Zealand,<=85K
27123,Self-emp-not-inc,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,60,New Zealand,>85K
27124,Private,11th,7,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,42,40,New Zealand,<=85K
27125,Private,9th,5,Married-civ-spouse,Transport-moving,Husband,White,Male,42,40,New Zealand,<=85K
27126,Private,Some-college,10,Widowed,Tech-support,Not-in-family,White,Female,57,16,New Zealand,<=85K
27127,Private,Bachelors,13,Married-civ-spouse,Tech-support,Husband,Asian-Pac-Islander,Male,27,40,India,>85K
27128,Private,10th,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,31,40,New Zealand,<=85K
27129,Government,Masters,14,Separated,Prof-specialty,Unmarried,White,Female,34,40,New Zealand,<=85K
27130,Self-emp-not-inc,HS-grad,9,Divorced,Other-service,Other-relative,White,Female,55,40,New Zealand,<=85K
27131,Private,11th,7,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,56,40,New Zealand,<=85K
27132,Government,Some-college,10,Never-married,Farming-fishing,Own-child,White,Male,35,40,New Zealand,<=85K
27133,?,Masters,14,Never-married,?,Not-in-family,White,Female,63,3,New Zealand,<=85K
27134,Private,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,28,50,New Zealand,<=85K
27135,Private,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,38,40,New Zealand,<=85K
27136,Self-emp-inc,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,30,60,New Zealand,<=85K
27137,Private,Some-college,10,Never-married,Other-service,Own-child,White,Female,18,20,New Zealand,<=85K
27138,Private,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,Male,35,40,New Zealand,>85K
27139,Private,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,53,40,New Zealand,<=85K
27140,Private,Prof-school,15,Divorced,Prof-specialty,Unmarried,White,Female,46,40,New Zealand,<=85K
27141,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,45,40,New Zealand,<=85K
27142,Private,10th,6,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,35,60,India,<=85K
27143,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male,41,40,New Zealand,<=85K
27144,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,60,70,New Zealand,>85K
27145,Private,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,19,40,New Zealand,<=85K
27146,Private,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,28,70,New Zealand,<=85K
27147,Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,29,32,New Zealand,<=85K
27148,Self-emp-not-inc,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,35,40,New Zealand,<=85K
27149,?,Some-college,10,Never-married,?,Unmarried,White,Female,27,40,New Zealand,<=85K
27150,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male,18,35,New Zealand,<=85K
27151,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,53,40,New Zealand,<=85K
27152,Private,Masters,14,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,26,20,Canada,<=85K
27153,Private,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,55,40,New Zealand,>85K
27154,Government,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,40,New Zealand,>85K
27155,Private,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,28,40,New Zealand,<=85K
27156,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,32,40,New Zealand,>85K
27157,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,27,40,New Zealand,<=85K
27158,Private,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Female,35,40,New Zealand,<=85K
27159,Private,HS-grad,9,Divorced,Handlers-cleaners,Unmarried,White,Female,36,37,New Zealand,<=85K
27160,Private,Bachelors,13,Never-married,Sales,Own-child,White,Male,23,20,New Zealand,<=85K
27161,Private,12th,8,Never-married,Transport-moving,Other-relative,White,Male,22,40,New Zealand,<=85K
27162,Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,65,40,New Zealand,>85K
27163,?,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,59,41,New Zealand,>85K
27164,Private,HS-grad,9,Never-married,Sales,Own-child,White,Female,25,40,Columbia,<=85K
27165,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,31,40,New Zealand,<=85K
27166,Government,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,40,New Zealand,>85K
27167,Government,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,49,50,New Zealand,>85K
27168,Private,Bachelors,13,Divorced,Exec-managerial,Unmarried,White,Female,43,40,New Zealand,<=85K
27169,Government,Some-college,10,Married-civ-spouse,Adm-clerical,Other-relative,White,Female,23,40,New Zealand,<=85K
27170,Private,Some-college,10,Divorced,Sales,Own-child,Black,Female,23,40,New Zealand,<=85K
27171,Private,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,63,40,New Zealand,<=85K
27172,Private,HS-grad,9,Never-married,Farming-fishing,Not-in-family,White,Male,33,40,New Zealand,<=85K
27173,Self-emp-inc,Bachelors,13,Divorced,Farming-fishing,Unmarried,White,Male,51,50,New Zealand,<=85K
27174,Private,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,31,45,New Zealand,<=85K
27175,?,Some-college,10,Married-civ-spouse,?,Husband,White,Male,48,40,?,>85K
27176,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,Black,Female,31,36,Jamaica,<=85K
27177,Private,Assoc-voc,11,Married-civ-spouse,Sales,Husband,White,Male,47,40,New Zealand,>85K
27178,Government,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,54,40,New Zealand,>85K
27179,Private,Some-college,10,Never-married,Sales,Not-in-family,White,Male,23,40,New Zealand,<=85K
27180,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,34,40,New Zealand,>85K
27181,Private,11th,7,Married-civ-spouse,Other-service,Wife,Black,Female,46,35,New Zealand,>85K
27182,Private,Assoc-acdm,12,Divorced,Sales,Not-in-family,White,Male,34,50,New Zealand,>85K
27183,Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,31,50,New Zealand,<=85K
27184,Private,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,41,40,Peru,<=85K
27185,?,HS-grad,9,Never-married,?,Own-child,White,Female,41,40,New Zealand,<=85K
27186,Self-emp-not-inc,Assoc-voc,11,Never-married,Prof-specialty,Other-relative,White,Male,27,30,New Zealand,<=85K
27187,?,11th,7,Never-married,?,Own-child,Black,Female,30,40,New Zealand,<=85K
27188,Private,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,23,40,New Zealand,<=85K
27189,Government,Assoc-acdm,12,Never-married,Adm-clerical,Own-child,White,Female,24,20,?,<=85K
27190,Government,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Husband,White,Male,59,40,New Zealand,<=85K
27191,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Amer-Indian-Eskimo,Male,35,40,New Zealand,<=85K
27192,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,59,45,Cuba,<=85K
27193,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,47,40,New Zealand,>85K
27194,Self-emp-not-inc,HS-grad,9,Divorced,Sales,Not-in-family,White,Female,51,44,New Zealand,<=85K
27195,Private,Bachelors,13,Divorced,Adm-clerical,Unmarried,White,Female,42,45,New Zealand,<=85K
27196,Government,Some-college,10,Married-spouse-absent,Adm-clerical,Own-child,White,Female,29,40,New Zealand,<=85K
27197,Private,HS-grad,9,Never-married,Craft-repair,Unmarried,White,Male,23,45,Outlying-US(Guam-USVI-etc),<=85K
27198,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,43,60,New Zealand,<=85K
27199,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,46,40,New Zealand,<=85K
27200,Private,Some-college,10,Separated,Adm-clerical,Not-in-family,White,Female,30,40,New Zealand,<=85K
27201,Private,Some-college,10,Never-married,Tech-support,Own-child,White,Female,23,20,New Zealand,<=85K
27202,Government,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,29,35,New Zealand,<=85K
27203,Private,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Female,33,45,New Zealand,<=85K
27204,Government,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,46,45,New Zealand,<=85K
27205,Private,Some-college,10,Married-spouse-absent,Adm-clerical,Not-in-family,Black,Female,35,40,New Zealand,<=85K
27206,Private,HS-grad,9,Separated,Exec-managerial,Unmarried,White,Female,25,37,New Zealand,<=85K
27207,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,35,40,New Zealand,<=85K
27208,Private,7th-8th,4,Never-married,Machine-op-inspct,Unmarried,White,Male,30,42,New Zealand,<=85K
27209,Private,Some-college,10,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,39,84,New Zealand,>85K
27210,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,37,55,New Zealand,<=85K
27211,Private,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,22,42,New Zealand,<=85K
27212,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,25,60,New Zealand,<=85K
27213,Private,HS-grad,9,Married-civ-spouse,Sales,Wife,Black,Female,50,40,New Zealand,<=85K
27214,Private,Assoc-voc,11,Separated,Prof-specialty,Not-in-family,White,Male,33,45,New Zealand,<=85K
27215,Self-emp-inc,5th-6th,3,Married-civ-spouse,Farming-fishing,Husband,White,Male,59,40,Italy,<=85K
27216,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,24,40,New Zealand,<=85K
27217,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,41,55,New Zealand,<=85K
27218,?,9th,5,Never-married,?,Own-child,White,Female,38,12,New Zealand,<=85K
27219,Private,Bachelors,13,Divorced,Exec-managerial,Own-child,White,Male,60,60,New Zealand,<=85K
27220,Private,HS-grad,9,Never-married,Machine-op-inspct,Unmarried,White,Male,19,30,New Zealand,<=85K
27221,Private,Some-college,10,Never-married,Craft-repair,Other-relative,White,Male,23,40,New Zealand,<=85K
27222,?,10th,6,Never-married,?,Own-child,White,Male,17,40,New Zealand,<=85K
27223,Private,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Male,24,40,New Zealand,<=85K
27224,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,32,50,New Zealand,>85K
27225,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,27,45,New Zealand,>85K
27226,Private,Assoc-voc,11,Never-married,Adm-clerical,Own-child,White,Female,43,55,New Zealand,<=85K
27227,?,Some-college,10,Never-married,?,Own-child,White,Male,21,40,New Zealand,<=85K
27228,Private,Assoc-voc,11,Widowed,Exec-managerial,Not-in-family,White,Female,54,40,New Zealand,<=85K
27229,Private,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,22,45,New Zealand,<=85K
27230,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,29,50,New Zealand,<=85K
27231,Private,12th,8,Never-married,Farming-fishing,Not-in-family,Amer-Indian-Eskimo,Male,22,50,New Zealand,<=85K
27232,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,37,50,New Zealand,>85K
27233,Self-emp-not-inc,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,38,50,New Zealand,>85K
27234,Private,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,34,40,New Zealand,<=85K
27235,Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,45,84,New Zealand,>85K
27236,Private,1st-4th,2,Never-married,Priv-house-serv,Not-in-family,White,Female,28,40,Mexico,<=85K
27237,Private,Doctorate,16,Divorced,Prof-specialty,Not-in-family,White,Female,68,40,Cuba,<=85K
27238,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,36,40,Laos,<=85K
27239,Private,9th,5,Never-married,Other-service,Unmarried,White,Male,20,30,Mexico,<=85K
27240,Private,Some-college,10,Never-married,Craft-repair,Own-child,White,Female,24,45,New Zealand,<=85K
27241,Private,Some-college,10,Divorced,Exec-managerial,Unmarried,White,Female,38,40,New Zealand,<=85K
27242,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,32,40,New Zealand,<=85K
27243,Private,Bachelors,13,Never-married,Other-service,Not-in-family,White,Female,28,50,New Zealand,<=85K
27244,Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,32,40,New Zealand,>85K
27245,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,58,40,New Zealand,<=85K
27246,Private,Some-college,10,Never-married,Sales,Own-child,White,Female,38,50,New Zealand,<=85K
27247,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,43,40,New Zealand,<=85K
27248,Private,12th,8,Divorced,Farming-fishing,Not-in-family,White,Male,28,40,New Zealand,<=85K
27249,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,21,40,?,<=85K
27250,Private,Bachelors,13,Never-married,Prof-specialty,Own-child,Asian-Pac-Islander,Female,23,20,New Zealand,<=85K
27251,?,HS-grad,9,Never-married,?,Not-in-family,White,Female,24,36,New Zealand,<=85K
27252,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Black,Male,41,40,New Zealand,<=85K
27253,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,27,40,New Zealand,<=85K
27254,Private,7th-8th,4,Widowed,Other-service,Unmarried,White,Male,54,30,New Zealand,<=85K
27255,Government,HS-grad,9,Separated,Transport-moving,Own-child,White,Female,28,25,New Zealand,<=85K
27256,Private,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,36,30,New Zealand,<=85K
27257,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,40,New Zealand,<=85K
27258,Government,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,34,38,New Zealand,<=85K
27259,Private,HS-grad,9,Never-married,Other-service,Not-in-family,Black,Female,32,40,?,<=85K
27260,Private,Some-college,10,Married-civ-spouse,Sales,Wife,White,Female,27,42,New Zealand,>85K
27261,Private,10th,6,Married-civ-spouse,Sales,Husband,White,Male,60,40,New Zealand,<=85K
27262,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,39,40,New Zealand,<=85K
27263,Private,12th,8,Divorced,Transport-moving,Other-relative,Black,Male,59,35,New Zealand,<=85K
27264,Self-emp-not-inc,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,34,32,Canada,>85K
27265,Private,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,36,40,New Zealand,<=85K
27266,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,54,40,New Zealand,>85K
27267,Private,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,Male,48,40,New Zealand,>85K
27268,Private,7th-8th,4,Never-married,Other-service,Own-child,White,Male,19,33,New Zealand,<=85K
27269,Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,40,New Zealand,>85K
27270,Private,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,25,45,New Zealand,<=85K
27271,Private,Assoc-acdm,12,Separated,Adm-clerical,Unmarried,White,Male,39,40,New Zealand,<=85K
27272,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,34,40,New Zealand,<=85K
27273,Private,HS-grad,9,Separated,Other-service,Unmarried,White,Female,30,30,New Zealand,<=85K
27274,Private,HS-grad,9,Never-married,Other-service,Unmarried,Black,Female,43,24,New Zealand,<=85K
27275,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,35,40,Philippines,>85K
27276,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,59,65,New Zealand,>85K
27277,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,33,40,New Zealand,<=85K
27278,Private,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,22,50,New Zealand,<=85K
27279,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,48,45,New Zealand,<=85K
27280,Private,HS-grad,9,Widowed,Adm-clerical,Unmarried,White,Female,54,40,New Zealand,<=85K
27281,Private,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,49,38,New Zealand,<=85K
27282,Private,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Female,37,40,New Zealand,<=85K
27283,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,45,40,New Zealand,<=85K
27284,Self-emp-inc,Some-college,10,Separated,Sales,Not-in-family,White,Female,51,40,New Zealand,<=85K
27285,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,46,40,New Zealand,<=85K
27286,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,31,40,New Zealand,>85K
27287,?,10th,6,Never-married,?,Own-child,White,Female,29,38,New Zealand,<=85K
27288,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Own-child,Black,Female,39,50,New Zealand,>85K
27289,Private,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Female,26,40,New Zealand,>85K
27290,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,31,6,South,<=85K
27291,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,39,40,New Zealand,>85K
27292,Private,11th,7,Never-married,Other-service,Other-relative,White,Male,26,30,Mexico,<=85K
27293,Private,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,25,35,New Zealand,<=85K
27294,Private,HS-grad,9,Divorced,Sales,Own-child,White,Female,49,40,New Zealand,<=85K
27295,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,53,45,Mexico,<=85K
27296,Private,Preschool,1,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,52,40,El-Salvador,<=85K
27297,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,52,55,New Zealand,<=85K
27298,?,Bachelors,13,Widowed,?,Not-in-family,Other,Female,74,35,New Zealand,<=85K
